user_id,signup_date,city_tier,acquisition_channel
4782,2024-08-09,Tier 1,Referral
4783,2024-03-01,Tier 2,Google Ads
4784,2024-05-08,Tier 1,Referral
4785,2024-06-21,Tier 2,Google Ads
4786,2024-06-04,Tier 2,Google Ads
4787,2024-04-19,Tier 3,Influencer
4788,2024-09-25,Tier 3,Organic
4789,2024-12-21,Tier 1,Organic
4790,2024-10-04,Tier 2,Organic
4791,2024-03-14,Tier 1,Google Ads
4792,2024-07-25,Tier 1,Organic
4793,2024-10-05,Tier 1,Organic
4794,2024-11-21,Tier 3,Organic
4795,2024-12-05,Tier 3,Organic
4796,2024-12-22,Tier 1,Google Ads
4797,2024-12-05,Tier 1,Organic
4798,2024-07-22,Tier 1,Referral
4799,2024-06-09,Tier 2,Referral
4800,2024-01-28,Tier 2,Organic
4801,2024-09-13,Tier 1,Referral
4802,2024-06-13,Tier 3,Influencer
4803,2024-03-03,Tier 1,Influencer
4804,2024-01-22,Tier 3,Organic
4805,2024-03-10,Tier 2,Influencer
4806,2024-04-05,Tier 2,Google Ads
4807,2024-06-11,Tier 3,Organic
4808,2024-03-19,Tier 3,Organic
4809,2024-01-05,Tier 1,Google Ads
4810,2024-11-11,Tier 1,Google Ads
4811,2024-04-29,Tier 3,Referral
4812,2024-10-28,Tier 1,Referral
4813,2024-06-26,Tier 1,Organic
4814,2024-06-24,Tier 2,Google Ads
4815,2024-08-04,Tier 3,Google Ads
4816,2024-02-25,Tier 3,Google Ads
4817,2024-12-31,Tier 3,Influencer
4818,2024-07-05,Tier 2,Influencer
4819,2024-08-19,Tier 1,Influencer
4820,2024-09-11,Tier 2,Referral
4821,2024-04-13,Tier 3,Google Ads
4822,2024-03-17,Tier 1,Google Ads
4823,2024-08-17,Tier 1,Google Ads
4824,2024-09-14,Tier 1,Google Ads
4825,2024-09-20,Tier 2,Influencer
4826,2024-11-26,Tier 3,Google Ads
4827,2024-06-30,Tier 2,Organic
4828,2024-09-12,Tier 3,Influencer
4829,2024-02-07,Tier 1,Influencer
4830,2024-06-24,Tier 3,Google Ads
4831,2024-01-27,Tier 3,Referral
4832,2024-10-02,Tier 1,Organic
4833,2024-05-19,Tier 3,Google Ads
4834,2024-10-25,Tier 1,Organic
4835,2024-10-13,Tier 3,Organic
4836,2024-03-31,Tier 3,Referral
4837,2024-03-01,Tier 3,Google Ads
4838,2024-12-30,Tier 2,Referral
4839,2024-12-12,Tier 1,Influencer
4840,2024-06-11,Tier 2,Organic
4841,2024-12-16,Tier 2,Referral
4842,2024-05-22,Tier 3,Google Ads
4843,2024-09-09,Tier 3,Organic
4844,2024-09-25,Tier 3,Referral
4845,2024-10-17,Tier 1,Referral
4846,2024-07-05,Tier 3,Google Ads
4847,2024-10-30,Tier 3,Influencer
4848,2024-10-17,Tier 3,Google Ads
4849,2024-03-26,Tier 1,Influencer
4850,2024-06-14,Tier 1,Google Ads
4851,2024-04-23,Tier 1,Organic
4852,2024-12-21,Tier 2,Google Ads
4853,2024-07-01,Tier 2,Organic
4854,2024-07-25,Tier 3,Referral
4855,2024-09-12,Tier 2,Referral
4856,2024-08-22,Tier 1,Google Ads
4857,2024-12-20,Tier 2,Organic
4858,2024-01-03,Tier 3,
4859,2024-07-26,Tier 3,Organic
4860,2024-07-15,Tier 3,Referral
4861,2024-12-06,Tier 2,Influencer
4862,2024-05-04,Tier 2,Influencer
4863,2024-05-17,Tier 3,Organic
4864,2024-12-04,Tier 2,Google Ads
4865,2024-01-25,Tier 1,Referral
4866,2024-03-08,Tier 1,Influencer
4867,2024-03-01,Tier 1,Referral
4868,2024-01-29,Tier 2,Organic
4869,2024-01-19,Tier 1,Google Ads
4870,2024-06-19,Tier 1,Referral
4871,2024-03-14,Tier 1,Referral
4872,2024-03-01,Tier 2,Influencer
4873,2024-06-01,Tier 2,Organic
4874,2024-10-02,Tier 2,Influencer
4875,2024-02-17,Tier 1,Organic
4876,2024-07-29,Tier 1,Influencer
4877,2024-12-08,Tier 2,Influencer
4878,2024-05-18,Tier 1,Referral
4879,2024-04-19,Tier 1,Referral
4880,2024-07-01,Tier 1,Organic
4881,2024-01-28,Tier 3,Organic
4882,2024-07-15,Tier 2,Organic
4883,2024-07-09,Tier 1,Organic
4884,2024-11-10,Tier 1,Google Ads
4885,2024-02-20,Tier 3,Organic
4886,2024-05-28,Tier 2,Influencer
4887,2024-09-24,Tier 2,Google Ads
4888,2024-02-19,Tier 2,Referral
4889,2024-09-02,Tier 3,Referral
4890,2024-04-22,Tier 3,Google Ads
4891,2024-06-18,Tier 2,Organic
4892,2024-06-14,Tier 2,Google Ads
4893,2024-01-14,Tier 1,Influencer
4894,2024-07-21,Tier 3,Referral
4895,2024-10-14,Tier 2,Organic
4896,2024-07-07,Tier 1,Influencer
4897,2024-06-03,Tier 3,Organic
4898,2024-02-24,Tier 3,Referral
4899,2024-06-30,Tier 3,Google Ads
4900,2024-07-28,Tier 3,Referral
4901,2024-03-15,Tier 3,Influencer
4902,2024-10-03,Tier 1,Influencer
4903,2024-05-12,Tier 3,Google Ads
4904,2024-12-08,Tier 3,Organic
4905,2024-02-28,Tier 1,Influencer
4906,2024-12-10,Tier 1,Google Ads
4907,2024-06-30,Tier 3,Organic
4908,2024-12-04,Tier 1,Referral
4909,2024-11-16,Tier 3,Organic
4910,2024-03-04,Tier 1,Organic
4911,2024-11-22,Tier 1,Influencer
4912,2024-09-16,Tier 2,Google Ads
4913,2024-07-11,Tier 1,Organic
4914,2024-05-22,Tier 2,Referral
4915,2024-04-13,Tier 2,Influencer
4916,2024-08-01,Tier 1,Organic
4917,2024-08-29,Tier 1,Referral
4918,2024-07-27,Tier 2,Influencer
4919,2024-04-02,Tier 1,Organic
4920,2024-05-21,Tier 3,Google Ads
4921,2024-04-21,Tier 2,Organic
4922,2024-02-28,Tier 1,Referral
4923,2024-02-12,Tier 2,Influencer
4924,2024-07-25,Tier 1,Organic
4925,2024-09-24,Tier 1,Influencer
4926,2024-10-22,Tier 1,Influencer
4927,2024-04-27,Tier 3,Google Ads
4928,2024-01-20,Tier 3,Referral
4929,2024-08-09,Tier 3,Organic
4930,2024-06-14,Tier 1,Influencer
4931,2024-05-10,Tier 1,Referral
4932,2024-06-04,Tier 2,Referral
4933,2024-07-02,Tier 2,Referral
4934,2024-03-30,Tier 3,Referral
4935,2024-04-03,Tier 1,Influencer
4936,2024-01-13,Tier 1,Referral
4937,2024-11-17,Tier 2,Influencer
4938,2024-10-19,Tier 3,Referral
4939,2024-08-17,Tier 3,Organic
4940,2024-11-17,Tier 2,Influencer
4941,2024-10-18,Tier 3,Referral
4942,2024-01-26,Tier 2,Referral
4943,2024-03-15,Tier 3,Influencer
4944,2024-12-29,Tier 3,Organic
4945,2024-10-25,Tier 3,Google Ads
4946,2024-05-29,Tier 1,Organic
4947,2024-05-27,Tier 1,Referral
4948,2024-01-08,Tier 2,Influencer
4949,2024-01-29,Tier 2,Influencer
4950,2024-10-22,Tier 3,Google Ads
4951,2024-07-27,Tier 1,Influencer
4952,2024-05-07,Tier 1,Influencer
4953,2024-12-05,Tier 3,Referral
4954,2024-04-25,Tier 1,Organic
4955,2024-05-23,Tier 1,Referral
4956,2024-11-13,Tier 2,Influencer
4957,2024-08-22,Tier 2,Influencer
4958,2024-01-07,Tier 1,Referral
4959,2024-02-14,Tier 3,Influencer
4960,2024-08-26,Tier 2,Organic
4961,2024-06-03,Tier 3,Organic
4962,2024-06-29,Tier 2,Influencer
4963,2024-08-02,Tier 1,Organic
4964,2024-03-28,Tier 1,Organic
4965,2024-09-12,Tier 1,Google Ads
4966,2024-03-13,Tier 2,Referral
4967,2024-06-27,Tier 1,Referral
4968,2024-07-30,Tier 2,Organic
4969,2024-10-19,Tier 2,Influencer
4970,2024-08-21,Tier 1,Influencer
4971,2024-08-26,Tier 1,Google Ads
4972,2024-08-10,Tier 3,Google Ads
4973,2024-04-28,Tier 3,Referral
4974,2024-11-08,Tier 1,Referral
4975,2024-09-20,Tier 1,Google Ads
4976,2024-07-25,Tier 3,Google Ads
4977,2024-04-04,Tier 1,Google Ads
4978,2024-08-09,Tier 3,Organic
4979,2024-12-31,Tier 1,Google Ads
4980,2024-10-02,Tier 3,Referral
4981,2024-08-18,Tier 1,Referral
4982,2024-11-04,Tier 3,Influencer
4983,2024-04-28,Tier 1,Google Ads
4984,2024-09-24,Tier 2,Influencer
4985,2024-09-29,Tier 1,
4986,2024-03-04,Tier 1,Google Ads
4987,2024-10-24,Tier 3,Influencer
4988,2024-12-15,Tier 2,Referral
4989,2024-01-11,Tier 3,Google Ads
4990,2024-04-07,Tier 2,Referral
4991,2024-03-11,Tier 3,Influencer
4992,2024-12-29,Tier 2,Referral
4993,2024-02-27,Tier 3,Influencer
4994,2024-10-16,Tier 3,Influencer
4995,2024-09-07,Tier 1,Referral
4996,2024-10-02,Tier 3,Referral
4997,2024-02-19,Tier 3,Organic
4998,2024-12-23,Tier 1,Google Ads
4999,2024-08-03,Tier 2,Referral
5000,2024-02-21,Tier 1,Influencer
5001,2024-09-27,Tier 3,Google Ads
5002,2024-03-24,Tier 1,Influencer
5003,2024-10-19,Tier 1,
5004,2024-05-05,Tier 2,Referral
5005,2024-10-22,Tier 2,Google Ads
5006,2024-03-12,Tier 3,Google Ads
5007,2024-10-22,Tier 3,Influencer
5008,2024-08-23,Tier 2,Organic
5009,2024-02-25,Tier 1,Organic
5010,2024-12-25,Tier 2,Google Ads
5011,2024-04-19,Tier 2,Google Ads
5012,2024-07-10,Tier 2,Influencer
5013,2024-04-02,Tier 1,Influencer
5014,2024-12-15,Tier 2,Organic
5015,2024-02-25,Tier 1,Referral
5016,2024-02-29,Tier 3,Referral
5017,2024-05-17,Tier 2,Influencer
5018,2024-02-08,Tier 3,Influencer
5019,2024-01-28,Tier 2,Referral
5020,2024-02-18,Tier 1,Google Ads
5021,2024-05-04,Tier 3,Organic
5022,2024-01-13,Tier 2,Google Ads
5023,2024-02-05,Tier 1,Referral
5024,2024-04-10,Tier 2,Referral
5025,2024-10-08,Tier 2,Referral
5026,2024-03-26,Tier 3,Referral
5027,2024-01-04,Tier 2,Google Ads
5028,2024-08-10,Tier 2,Referral
5029,2024-12-03,Tier 1,Organic
5030,2024-06-14,Tier 2,Organic
5031,2024-12-09,Tier 3,Organic
5032,2024-10-04,Tier 3,Influencer
5033,2024-05-09,Tier 1,Organic
5034,2024-01-31,Tier 1,Influencer
5035,2024-01-11,Tier 1,Organic
5036,2024-10-28,Tier 2,Google Ads
5037,2024-04-05,Tier 3,Influencer
5038,2024-07-08,Tier 2,Referral
5039,2024-07-10,Tier 2,Organic
5040,2024-09-22,Tier 3,Organic
5041,2024-05-07,Tier 2,Influencer
5042,2024-08-25,Tier 1,Google Ads
5043,2024-12-20,Tier 2,Referral
5044,2024-04-21,Tier 3,Google Ads
5045,2024-11-11,Tier 3,Google Ads
5046,2024-12-08,Tier 2,Organic
5047,2024-05-24,Tier 2,Referral
5048,2024-03-05,Tier 3,Referral
5049,2024-09-03,Tier 2,Organic
5050,2024-08-10,Tier 1,Influencer
5051,2024-11-08,Tier 3,Influencer
5052,2024-04-15,Tier 3,Influencer
5053,2024-06-29,Tier 1,Organic
5054,2024-07-02,Tier 2,Google Ads
5055,2024-08-13,Tier 2,Influencer
5056,2024-09-21,Tier 1,Organic
5057,2024-10-04,Tier 3,Organic
5058,2024-03-29,Tier 2,Influencer
5059,2024-06-24,Tier 3,Google Ads
5060,2024-01-18,Tier 1,Google Ads
5061,2024-04-15,Tier 2,Google Ads
5062,2024-09-27,Tier 1,Influencer
5063,2024-11-14,Tier 3,Google Ads
5064,2024-06-15,Tier 2,Influencer
5065,2024-01-13,Tier 2,Referral
5066,2024-12-02,Tier 1,Google Ads
5067,2024-02-01,Tier 1,Google Ads
5068,2024-02-09,Tier 1,Organic
5069,2024-05-27,Tier 1,Referral
5070,2024-08-05,Tier 2,Google Ads
5071,2024-08-06,Tier 2,Influencer
5072,2024-03-22,Tier 2,Google Ads
5073,2024-11-28,Tier 2,Google Ads
5074,2024-07-26,Tier 1,Google Ads
5075,2024-07-19,Tier 1,Influencer
5076,2024-11-27,Tier 1,Google Ads
5077,2024-02-07,Tier 3,Organic
5078,2024-07-29,Tier 2,Influencer
5079,2024-11-22,Tier 1,Referral
5080,2024-09-05,Tier 1,Referral
5081,2024-08-14,Tier 3,Referral
5082,2024-02-17,Tier 2,Referral
5083,2024-01-18,Tier 2,Google Ads
5084,2024-10-21,Tier 2,Organic
5085,2024-07-14,Tier 1,Influencer
5086,2024-07-05,Tier 3,Organic
5087,2024-12-10,Tier 3,Referral
5088,2024-08-11,Tier 1,Organic
5089,2024-11-13,Tier 3,Google Ads
5090,2024-12-30,Tier 3,Organic
5091,2024-12-02,Tier 1,Google Ads
5092,2024-08-16,Tier 2,Referral
5093,2024-03-17,Tier 1,Organic
5094,2024-07-06,Tier 1,Google Ads
5095,2024-12-11,Tier 2,Influencer
5096,2024-09-26,Tier 1,Google Ads
5097,2024-04-04,Tier 3,Influencer
5098,2024-11-05,Tier 3,Influencer
5099,2024-05-11,Tier 1,Influencer
5100,2024-02-08,Tier 2,Influencer
5101,2024-03-12,Tier 3,Google Ads
5102,2024-10-07,Tier 3,Influencer
5103,2024-11-28,Tier 3,Influencer
5104,2024-06-08,Tier 1,Influencer
5105,2024-07-05,Tier 2,Organic
5106,2024-07-09,Tier 2,Influencer
5107,2024-04-29,Tier 3,Influencer
5108,2024-08-07,Tier 1,Influencer
5109,2024-02-22,Tier 3,Organic
5110,2024-08-09,Tier 1,Organic
5111,2024-05-10,Tier 3,Influencer
5112,2024-08-24,Tier 2,Google Ads
5113,2024-09-02,Tier 2,Google Ads
5114,2024-08-13,Tier 2,Influencer
5115,2024-07-26,Tier 1,Organic
5116,2024-04-05,Tier 1,Google Ads
5117,2024-07-18,Tier 1,Google Ads
5118,2024-09-03,Tier 1,Google Ads
5119,2024-03-12,Tier 1,Google Ads
5120,2024-11-13,Tier 3,Organic
5121,2024-07-03,Tier 2,Organic
5122,2024-01-06,Tier 1,Referral
5123,2024-07-24,Tier 3,Influencer
5124,2024-02-01,Tier 2,Google Ads
5125,2024-04-08,Tier 3,Organic
5126,2024-09-12,Tier 2,Organic
5127,2024-07-05,Tier 1,Influencer
5128,2024-03-16,Tier 2,Influencer
5129,2024-06-25,Tier 2,Google Ads
5130,2024-11-10,Tier 1,Organic
5131,2024-10-13,Tier 1,Referral
5132,2024-12-14,Tier 1,Influencer
5133,2024-09-11,Tier 1,Google Ads
5134,2024-11-20,Tier 2,Referral
5135,2024-07-08,Tier 2,Referral
5136,2024-11-03,Tier 1,Influencer
5137,2024-12-10,Tier 2,Organic
5138,2024-05-06,Tier 2,Influencer
5139,2024-10-13,Tier 1,Google Ads
5140,2024-09-10,Tier 1,Referral
5141,2024-07-31,Tier 1,Referral
5142,2024-09-06,Tier 2,Google Ads
5143,2024-03-24,Tier 1,Referral
5144,2024-01-13,Tier 2,Google Ads
5145,2024-02-14,Tier 2,Organic
5146,2024-05-06,Tier 2,Google Ads
5147,2024-04-23,Tier 1,Google Ads
5148,2024-10-02,Tier 1,Organic
5149,2024-07-23,Tier 2,Influencer
5150,2024-12-02,Tier 3,Organic
5151,2024-09-29,Tier 3,Google Ads
5152,2024-02-27,Tier 2,Organic
5153,2024-11-23,Tier 2,Google Ads
5154,2024-08-06,Tier 2,Google Ads
5155,2024-04-18,Tier 3,Google Ads
5156,2024-10-05,Tier 1,Organic
5157,2024-06-22,Tier 3,Organic
5158,2024-11-23,Tier 2,Influencer
5159,2024-09-20,Tier 2,Referral
5160,2024-11-10,Tier 1,Google Ads
5161,2024-04-20,Tier 2,Organic
5162,2024-07-05,Tier 2,Influencer
5163,2024-09-25,Tier 1,Organic
5164,2024-08-16,Tier 1,Influencer
5165,2024-06-04,Tier 3,Google Ads
5166,2024-07-07,Tier 2,Google Ads
5167,2024-09-28,Tier 2,Referral
5168,2024-01-02,Tier 1,Influencer
5169,2024-09-02,Tier 2,Google Ads
5170,2024-07-28,Tier 2,Google Ads
5171,2024-10-12,Tier 2,Google Ads
5172,2024-12-24,Tier 2,Influencer
5173,2024-01-13,Tier 2,Referral
5174,2024-04-05,Tier 2,Organic
5175,2024-08-08,Tier 1,Organic
5176,2024-08-25,Tier 3,Organic
5177,2024-04-03,Tier 2,Organic
5178,2024-12-03,Tier 1,Organic
5179,2024-09-25,Tier 2,Referral
5180,2024-06-19,Tier 3,Organic
5181,2024-04-03,Tier 1,Google Ads
5182,2024-05-28,Tier 1,Referral
5183,2024-04-21,Tier 2,Organic
5184,2024-02-24,Tier 1,Organic
5185,2024-12-02,Tier 3,Organic
5186,2024-04-25,Tier 1,Organic
5187,2024-05-22,Tier 3,Influencer
5188,2024-07-19,Tier 1,Referral
5189,2024-06-28,Tier 1,Organic
5190,2024-07-20,Tier 3,Google Ads
5191,2024-12-29,Tier 2,Organic
5192,2024-02-22,Tier 2,Referral
5193,2024-06-28,Tier 1,Google Ads
5194,2024-11-08,Tier 2,Google Ads
5195,2024-11-03,Tier 2,Google Ads
5196,2024-05-16,Tier 3,Organic
5197,2024-06-30,Tier 3,Referral
5198,2024-01-01,Tier 2,Influencer
5199,2024-02-13,Tier 2,Influencer
5200,2024-08-14,Tier 2,Organic
5201,2024-11-26,Tier 2,Referral
5202,2024-04-07,Tier 1,Referral
5203,2024-07-26,Tier 1,Influencer
5204,2024-09-21,Tier 1,Organic
5205,2024-10-14,Tier 1,Referral
5206,2024-09-27,Tier 1,
5207,2024-05-19,Tier 2,Referral
5208,2024-08-24,Tier 3,Google Ads
5209,2024-03-12,Tier 2,Influencer
5210,2024-06-03,Tier 1,Influencer
5211,2024-07-08,Tier 1,Google Ads
5212,2024-09-24,Tier 2,Google Ads
5213,2024-11-16,Tier 1,Organic
5214,2024-04-16,Tier 2,Google Ads
5215,2024-08-19,Tier 3,Google Ads
5216,2024-02-11,Tier 1,Organic
5217,2024-07-08,Tier 1,Influencer
5218,2024-05-18,Tier 2,Organic
5219,2024-04-12,Tier 3,Referral
5220,2024-06-19,Tier 3,Influencer
5221,2024-12-16,Tier 3,Influencer
5222,2024-09-29,Tier 1,Influencer
5223,2024-08-08,Tier 3,Organic
5224,2024-07-31,Tier 1,Influencer
5225,2024-12-06,Tier 1,Organic
5226,2024-02-25,Tier 3,Influencer
5227,2024-12-07,Tier 3,Referral
5228,2024-04-11,Tier 1,Influencer
5229,2024-07-10,Tier 1,Organic
5230,2024-11-05,Tier 1,Referral
5231,2024-07-18,Tier 1,Influencer
5232,2024-08-20,Tier 1,Influencer
5233,2024-08-14,Tier 3,Organic
5234,2024-05-18,Tier 2,Influencer
5235,2024-12-09,Tier 3,Organic
5236,2024-10-31,Tier 3,Referral
5237,2024-05-28,Tier 2,Referral
5238,2024-04-24,Tier 3,
5239,2024-03-03,Tier 2,Organic
5240,2024-04-13,Tier 1,Influencer
5241,2024-12-04,Tier 2,Google Ads
5242,2024-12-24,Tier 2,Organic
5243,2024-06-04,Tier 3,Influencer
5244,2024-09-29,Tier 3,Influencer
5245,2024-01-06,Tier 2,Referral
5246,2024-05-26,Tier 3,Organic
5247,2024-07-02,Tier 1,Organic
5248,2024-01-28,Tier 3,Referral
5249,2024-02-07,Tier 2,Referral
5250,2024-04-28,Tier 1,Referral
5251,2024-10-19,Tier 2,Influencer
5252,2024-08-31,Tier 2,Google Ads
5253,2024-03-08,Tier 1,Organic
5254,2024-08-01,Tier 3,Influencer
5255,2024-08-05,Tier 1,Google Ads
5256,2024-06-25,Tier 3,Referral
5257,2024-10-25,Tier 2,Influencer
5258,2024-06-12,Tier 1,Influencer
5259,2024-02-27,Tier 2,Referral
5260,2024-09-25,Tier 2,Organic
5261,2024-11-03,Tier 2,Influencer
5262,2024-02-27,Tier 2,Referral
5263,2024-10-14,Tier 2,Google Ads
5264,2024-04-14,Tier 2,Referral
5265,2024-08-15,Tier 3,Google Ads
5266,2024-09-03,Tier 1,Influencer
5267,2024-07-06,Tier 2,Google Ads
5268,2024-03-23,Tier 1,
5269,2024-07-04,Tier 3,Influencer
5270,2024-09-08,Tier 3,
5271,2024-12-20,Tier 1,Referral
5272,2024-08-25,Tier 1,Influencer
5273,2024-12-25,Tier 1,Google Ads
5274,2024-07-02,Tier 2,Organic
5275,2024-10-10,Tier 2,Influencer
5276,2024-07-28,Tier 3,Google Ads
5277,2024-10-30,Tier 2,Organic
5278,2024-10-22,Tier 1,Organic
5279,2024-04-06,Tier 3,Organic
5280,2024-07-26,Tier 2,Influencer
5281,2024-05-16,Tier 2,Referral
5282,2024-07-02,Tier 1,Organic
5283,2024-03-16,Tier 2,Influencer
5284,2024-10-13,Tier 3,Organic
5285,2024-05-21,Tier 2,
5286,2024-08-24,Tier 1,Google Ads
5287,2024-01-25,Tier 2,Referral
5288,2024-10-16,Tier 3,Google Ads
5289,2024-03-07,Tier 1,Google Ads
5290,2024-09-06,Tier 2,Influencer
5291,2024-04-27,Tier 3,Organic
5292,2024-03-13,Tier 1,Influencer
5293,2024-10-08,Tier 2,Referral
5294,2024-12-25,Tier 2,Google Ads
5295,2024-01-10,Tier 2,Referral
5296,2024-07-29,Tier 2,Organic
5297,2024-11-18,Tier 1,Google Ads
5298,2024-05-31,Tier 2,
5299,2024-01-05,Tier 1,Organic
5300,2024-07-13,Tier 2,Referral
5301,2024-10-09,Tier 1,Google Ads
5302,2024-04-22,Tier 1,Referral
5303,2024-09-27,Tier 3,Organic
5304,2024-06-11,Tier 2,Google Ads
5305,2024-04-14,Tier 3,Influencer
5306,2024-06-29,Tier 1,Organic
5307,2024-02-13,Tier 2,Referral
5308,2024-10-08,Tier 1,Referral
5309,2024-06-23,Tier 3,Referral
5310,2024-06-10,Tier 3,Referral
5311,2024-12-16,Tier 1,Google Ads
5312,2024-12-05,Tier 3,Organic
5313,2024-05-19,Tier 1,Influencer
5314,2024-05-11,Tier 2,Influencer
5315,2024-03-27,Tier 3,Organic
5316,2024-06-24,Tier 3,Google Ads
5317,2024-07-01,Tier 3,Influencer
5318,2024-05-08,Tier 1,Influencer
5319,2024-09-02,Tier 1,Influencer
5320,2024-03-29,Tier 1,Influencer
5321,2024-03-06,Tier 2,Organic
5322,2024-06-06,Tier 3,Influencer
5323,2024-05-28,Tier 1,Influencer
5324,2024-12-05,Tier 2,Google Ads
5325,2024-04-25,Tier 1,Google Ads
5326,2024-08-01,Tier 1,Google Ads
5327,2024-10-20,Tier 2,Referral
5328,2024-09-09,Tier 2,Organic
5329,2024-05-22,Tier 3,Organic
5330,2024-09-06,Tier 1,Organic
5331,2024-12-31,Tier 3,Google Ads
5332,2024-10-28,Tier 1,Organic
5333,2024-01-25,Tier 1,Influencer
5334,2024-10-03,Tier 2,Organic
5335,2024-03-10,Tier 3,Influencer
5336,2024-04-22,Tier 1,Influencer
5337,2024-12-28,Tier 1,Influencer
5338,2024-04-21,Tier 2,Referral
5339,2024-12-29,Tier 1,Organic
5340,2024-10-29,Tier 3,Google Ads
5341,2024-03-31,Tier 3,Organic
5342,2024-01-18,Tier 1,Influencer
5343,2024-05-28,Tier 2,Google Ads
5344,2024-08-14,Tier 3,Referral
5345,2024-08-01,Tier 1,Influencer
5346,2024-12-25,Tier 2,Influencer
5347,2024-05-30,Tier 1,Influencer
5348,2024-07-10,Tier 2,Referral
5349,2024-02-09,Tier 1,Google Ads
5350,2024-08-29,Tier 3,Referral
5351,2024-05-17,Tier 2,Organic
5352,2024-12-10,Tier 1,Influencer
5353,2024-06-28,Tier 3,Google Ads
5354,2024-07-18,Tier 1,Organic
5355,2024-07-21,Tier 2,Influencer
5356,2024-03-01,Tier 2,Google Ads
5357,2024-07-10,Tier 1,Influencer
5358,2024-01-05,Tier 3,Influencer
5359,2024-08-24,Tier 3,Influencer
5360,2024-06-29,Tier 1,Organic
5361,2024-11-06,Tier 2,Organic
5362,2024-02-06,Tier 2,Influencer
5363,2024-02-25,Tier 3,Influencer
5364,2024-08-24,Tier 1,Google Ads
5365,2024-12-23,Tier 2,Google Ads
5366,2024-12-14,Tier 2,Organic
5367,2024-07-15,Tier 2,Influencer
5368,2024-03-13,Tier 2,Organic
5369,2024-02-28,Tier 1,Organic
5370,2024-08-27,Tier 3,Referral
5371,2024-01-02,Tier 2,Organic
5372,2024-12-25,Tier 3,Influencer
5373,2024-07-06,Tier 1,Organic
5374,2024-11-02,Tier 2,Organic
5375,2024-01-30,Tier 3,Google Ads
5376,2024-09-23,Tier 2,Google Ads
5377,2024-04-17,Tier 3,Organic
5378,2024-11-27,Tier 3,Google Ads
5379,2024-03-30,Tier 2,Google Ads
5380,2024-07-23,Tier 2,Influencer
5381,2024-08-07,Tier 1,Organic
5382,2024-04-03,Tier 2,Influencer
5383,2024-04-12,Tier 1,Referral
5384,2024-08-10,Tier 2,Organic
5385,2024-07-04,Tier 2,Organic
5386,2024-07-02,Tier 2,Google Ads
5387,2024-06-10,Tier 1,Organic
5388,2024-09-03,Tier 3,Google Ads
5389,2024-01-31,Tier 1,Organic
5390,2024-02-21,Tier 1,Referral
5391,2024-12-10,Tier 1,Referral
5392,2024-03-16,Tier 3,Organic
5393,2024-10-04,Tier 3,Google Ads
5394,2024-02-09,Tier 2,Influencer
5395,2024-04-10,Tier 3,Organic
5396,2024-04-20,Tier 1,Influencer
5397,2024-11-16,Tier 3,Referral
5398,2024-09-05,Tier 1,Influencer
5399,2024-07-09,Tier 1,Organic
5400,2024-06-30,Tier 1,Influencer
5401,2024-11-30,Tier 2,Referral
5402,2024-07-27,Tier 3,Referral
5403,2024-01-22,Tier 2,Google Ads
5404,2024-06-14,Tier 3,Organic
5405,2024-04-08,Tier 2,Influencer
5406,2024-07-26,Tier 1,Referral
5407,2024-01-08,Tier 2,Organic
5408,2024-07-08,Tier 2,Organic
5409,2024-06-23,Tier 3,Organic
5410,2024-09-29,Tier 2,Referral
5411,2024-01-17,Tier 2,Referral
5412,2024-03-30,Tier 1,Google Ads
5413,2024-05-20,Tier 2,Google Ads
5414,2024-05-24,Tier 3,Google Ads
5415,2024-06-14,Tier 1,Google Ads
5416,2024-12-02,Tier 3,Organic
5417,2024-03-18,Tier 2,Organic
5418,2024-09-18,Tier 1,Organic
5419,2024-06-11,Tier 3,Influencer
5420,2024-12-31,Tier 2,Referral
5421,2024-01-14,Tier 1,Influencer
5422,2024-08-26,Tier 1,Google Ads
5423,2024-03-12,Tier 1,Influencer
5424,2024-05-22,Tier 3,Referral
5425,2024-11-05,Tier 2,Google Ads
5426,2024-10-09,Tier 3,Organic
5427,2024-09-25,Tier 1,Referral
5428,2024-08-28,Tier 1,Influencer
5429,2024-09-01,Tier 1,Organic
5430,2024-06-11,Tier 2,Organic
5431,2024-02-29,Tier 3,Referral
5432,2024-01-06,Tier 2,Influencer
5433,2024-07-15,Tier 1,Referral
5434,2024-02-27,Tier 3,Organic
5435,2024-10-31,Tier 3,Google Ads
5436,2024-08-04,Tier 1,Google Ads
5437,2024-01-26,Tier 3,Influencer
5438,2024-10-29,Tier 1,Influencer
5439,2024-01-05,Tier 1,
5440,2024-01-20,Tier 1,Organic
5441,2024-07-16,Tier 2,Influencer
5442,2024-02-28,Tier 2,Referral
5443,2024-08-29,Tier 1,Influencer
5444,2024-05-25,Tier 1,Referral
5445,2024-09-29,Tier 3,Influencer
5446,2024-09-05,Tier 3,Influencer
5447,2024-01-14,Tier 3,Google Ads
5448,2024-01-13,Tier 1,Influencer
5449,2024-02-13,Tier 1,Organic
5450,2024-01-19,Tier 1,Influencer
5451,2024-03-03,Tier 1,Influencer
5452,2024-08-26,Tier 2,Google Ads
5453,2024-12-02,Tier 2,Referral
5454,2024-04-09,Tier 2,Referral
5455,2024-06-11,Tier 2,Influencer
5456,2024-05-01,Tier 1,Influencer
