user_id,plan_type,monthly_fee,status,churn_date
4950,Premium,199,Active,
4951,Basic,99,Active,
4952,Basic,99,Churned,2024-09-15
4953,Free,0,Active,
4954,Free,0,Active,
4955,Free,0,Active,
4956,Free,0,Active,
4957,Family,299,Active,
4958,Free,0,Active,
4959,Basic,99,Active,
4960,Free,0,Active,
4961,Family,299,Active,
4962,Free,0,Active,
4963,Free,0,Active,
4964,Free,0,Active,
4965,Premium,199,Active,
4966,Free,0,Active,
4967,Premium,199,Active,
4968,Basic,99,Active,
4969,Free,0,Active,
4970,Free,0,Active,
4971,Premium,199,Active,
4972,Free,0,Active,
4973,Premium,199,Churned,2024-06-28
4974,Free,0,Active,
4975,Basic,99,Churned,2024-11-09
4976,Basic,99,Active,
4977,Basic,99,Active,
4978,Free,0,Active,
4979,Premium,199,Churned,2025-07-09
4980,Premium,199,Active,
4981,Basic,99,Active,
4982,Basic,99,Churned,2025-01-29
4983,Basic,99,Active,
4984,Family,299,Active,
4985,Premium,199,Active,
4986,Free,0,Active,
4987,Free,0,Active,
4988,Family,299,Active,
4989,Free,0,Active,
4990,Family,299,Active,
4991,Basic,99,Churned,2024-12-23
4992,Free,0,Active,
4993,Free,0,Active,
4994,Free,0,Active,
4995,Premium,199,Active,
4996,Free,0,Active,
4997,Free,0,Active,
4998,Premium,199,Active,
4999,Free,0,Active,
5000,Basic,99,Churned,2024-09-28
5001,Basic,99,Active,
5002,Free,0,Active,
5003,Free,0,Active,
5004,Free,0,Active,
5005,Free,0,Active,
5006,Free,0,Active,
5007,Basic,99,Active,
5008,Basic,99,Active,
5009,Basic,99,Active,
5010,Free,0,Active,
5011,Free,0,Active,
5012,Free,0,Churned,2024-11-06
5013,Free,0,Active,
5014,Premium,199,Active,
5015,Free,0,Active,
5016,Free,0,Active,
5017,Basic,99,Active,
5018,Basic,99,Active,
5019,Family,299,Active,
5020,Free,0,Active,
5021,Free,0,Active,
5022,Free,0,Active,
5023,Free,0,Active,
5024,Basic,99,Active,
5025,Premium,199,Active,
5026,Basic,99,Active,
5027,Free,0,Active,
5028,Free,0,Active,
5029,Premium,199,Active,
5030,Free,0,Active,
5031,Premium,199,Active,
5032,Basic,99,Active,
5033,Family,299,Active,
5034,Premium,199,Active,
5035,Free,0,Active,
5036,Premium,199,Active,
5037,Free,0,Active,
5038,Free,0,Active,
5039,Free,0,Active,
5040,Free,0,Churned,2024-10-22
5041,Free,0,Active,
5042,Free,0,Active,
5043,Basic,99,Active,
5044,Family,299,Active,
5045,Basic,99,Active,
5046,Free,0,Active,
5047,Free,0,Active,
5048,Free,0,Active,
5049,Basic,99,Churned,2024-12-15
5050,Premium,199,Active,
5051,Free,0,Active,
5052,Basic,99,Active,
5053,Basic,99,Churned,2024-09-05
5054,Free,0,Active,
5055,Free,0,Active,
5056,Basic,99,Active,
5057,Basic,99,Active,
5058,Free,0,Active,
5059,Free,0,Active,
5060,Basic,99,Churned,2024-05-09
5061,Free,0,Active,
5062,Premium,199,Active,
5063,Free,0,Active,
5064,Free,0,Active,
5065,Free,0,Active,
5066,Premium,199,Active,
5067,Premium,199,Active,
5068,Premium,199,Active,
5069,Free,0,Active,
5070,Premium,199,Active,
5071,Premium,199,Active,
5072,Free,0,Active,
5073,Family,299,Active,
5074,Premium,199,Churned,2025-01-16
5075,Family,299,Active,
5076,Premium,199,Churned,2025-09-12
5077,Premium,199,Active,
5078,Family,299,Active,
5079,Free,0,Active,
5080,Premium,199,Active,
5081,Free,0,Active,
5082,Basic,99,Churned,2024-04-04
5083,Premium,199,Active,
5084,Basic,99,Active,
5085,Premium,199,Churned,2025-01-05
5086,Free,0,Active,
5087,Basic,99,Active,
5088,Free,0,Active,
5089,Free,0,Active,
5090,Basic,99,Churned,2025-07-12
5091,Basic,99,Churned,2025-04-22
5092,Free,0,Active,
5093,Free,0,Active,
5094,Free,0,Active,
5095,Basic,99,Active,
5096,Basic,99,Active,
5097,Free,0,Active,
5098,Premium,199,Active,
5099,Free,0,Active,
5100,Basic,99,Churned,2024-08-02
5101,Free,0,Active,
5102,Family,299,Active,
5103,Free,0,Active,
5104,Basic,99,Churned,2024-07-14
5105,Basic,99,Churned,2025-03-31
5106,Free,0,Active,
5107,Free,0,Active,
5108,Free,0,Active,
5109,Premium,199,Active,
5110,Free,0,Active,
5111,Basic,99,Active,
5112,Basic,99,Active,
5113,Free,0,Active,
5114,Free,0,Active,
5115,Premium,199,Active,
5116,Free,0,Active,
5117,Free,0,Active,
5118,Basic,99,Active,
5119,Free,0,Active,
5120,Free,0,Active,
5121,Free,0,Active,
5122,Family,299,Active,
5123,Free,0,Active,
5124,Family,299,Active,
5125,Free,0,Active,
5126,Free,0,Active,
5127,Premium,199,Active,
5128,Free,0,Active,
5129,Free,0,Active,
5130,Free,0,Active,
5131,Family,299,Active,
5132,Free,0,Active,
5133,Premium,199,Active,
5134,Basic,99,Active,
5135,Free,0,Churned,2025-01-19
5136,Free,0,Active,
5137,Family,299,Active,
5138,Basic,99,Active,
5139,Basic,99,Active,
5140,Free,0,Active,
5141,Free,0,Active,
5142,Basic,99,Churned,2024-12-29
5143,Basic,99,Active,
5144,Basic,99,Active,
5145,Free,0,Active,
5146,Family,299,Active,
5147,Free,0,Active,
5148,Free,0,Active,
5149,Premium,199,Active,
5150,Basic,99,Churned,2025-01-18
5151,Free,0,Active,
5152,Premium,199,Active,
5153,Free,0,Active,
5154,Free,0,Active,
5155,Basic,99,Active,
5156,Free,0,Active,
5157,Free,0,Active,
5158,Free,0,Active,
5159,Free,0,Active,
5160,Free,0,Active,
5161,Premium,199,Active,
5162,Basic,99,Active,
5163,Free,0,Active,
5164,Basic,99,Active,
5165,Premium,199,Active,
5166,Basic,99,Active,
5167,Free,0,Active,
5168,Free,0,Active,
5169,Premium,199,Active,
5170,Free,0,Active,
5171,Free,0,Active,
5172,Basic,99,Active,
5173,Free,0,Active,
5174,Family,299,Active,
5175,Premium,199,Active,
5176,Basic,99,Active,
5177,Premium,199,Active,
5178,Free,0,Active,
5179,Premium,199,Active,
5180,Basic,99,Active,
5181,Free,0,Active,
5182,Family,299,Active,
5183,Premium,199,Active,
5184,Family,299,Active,
5185,Basic,99,Active,
5186,Free,0,Active,
5187,Free,0,Churned,2024-11-21
5188,Free,0,Active,
5189,Free,0,Active,
5190,Free,0,Active,
5191,Basic,99,Active,
5192,Basic,99,Active,
5193,Free,0,Active,
5194,Basic,99,Churned,2025-08-01
5195,Free,0,Active,
5196,Basic,99,Active,
5197,Family,299,Active,
5198,Basic,99,Active,
5199,Free,0,Active,
5200,Free,0,Active,
5201,Premium,199,Active,
5202,Basic,99,Active,
5203,Family,299,Active,
5204,Free,0,Active,
5205,Free,0,Churned,2024-12-01
5206,Free,0,Active,
5207,Premium,199,Active,
5208,Basic,99,Active,
5209,Free,0,Active,
5210,Free,0,Active,
5211,Basic,99,Active,
5212,Family,299,Active,
5213,Free,0,Active,
5214,Free,0,Active,
5215,Free,0,Active,
5216,Free,0,Active,
5217,Basic,99,Active,
5218,Free,0,Active,
5219,Basic,99,Active,
5220,Premium,199,Active,
5221,Free,0,Active,
5222,Premium,199,Active,
5223,Family,299,Active,
5224,Free,0,Active,
5225,Free,0,Active,
5226,Premium,199,Active,
5227,Basic,99,Active,
5228,Free,0,Active,
5229,Free,0,Active,
5230,Basic,99,Churned,2025-07-24
5231,Free,0,Active,
5232,Basic,99,Churned,2024-12-12
5233,Basic,99,Active,
5234,Premium,199,Active,
5235,Basic,99,Active,
5236,Basic,99,Active,
5237,Basic,99,Active,
5238,Free,0,Active,
5239,Premium,199,Churned,2024-09-20
5240,Basic,99,Churned,2024-08-16
5241,Premium,199,Active,
5242,Premium,199,Active,
5243,Basic,99,Active,
5244,Free,0,Active,
5245,Premium,199,Active,
5246,Free,0,Active,
5247,Family,299,Active,
5248,Free,0,Active,
5249,Free,0,Active,
5250,Premium,199,Active,
5251,Premium,199,Active,
5252,Premium,199,Churned,2025-03-02
5253,Free,0,Active,
5254,Premium,199,Active,
5255,Basic,99,Active,
5256,Free,0,Active,
5257,Premium,199,Active,
5258,Basic,99,Churned,2025-03-25
5259,Free,0,Active,
5260,Basic,99,Active,
5261,Basic,99,Churned,2025-03-21
5262,Premium,199,Active,
5263,Free,0,Active,
5264,Premium,199,Active,
5265,Premium,199,Active,
5266,Free,0,Active,
5267,Free,0,Active,
5268,Basic,99,Churned,2024-09-30
5269,Premium,199,Active,
5270,Basic,99,Churned,2025-05-16
5271,Premium,199,Churned,2025-08-29
5272,Basic,99,Active,
5273,Basic,99,Active,
5274,Free,0,Active,
5275,Free,0,Active,
5276,Basic,99,Active,
5277,Premium,199,Active,
5278,Basic,99,Active,
5279,Basic,99,Active,
5280,Basic,99,Active,
5281,Free,0,Active,
5282,Basic,99,Active,
5283,Free,0,Active,
5284,Basic,99,Active,
5285,Basic,99,Active,
5286,Premium,199,Active,
5287,Free,0,Active,
5288,Free,0,Active,
5289,Free,0,Active,
5290,Premium,199,Churned,2025-06-05
5291,Free,0,Active,
5292,Free,0,Active,
5293,Family,299,Active,
5294,Free,0,Active,
5295,Free,0,Active,
5296,Basic,99,Active,
5297,Basic,99,Active,
5298,Basic,99,Active,
5299,Basic,99,Churned,2024-05-27
5300,Free,0,Active,
5301,Free,0,Active,
5302,Free,0,Active,
5303,Free,0,Active,
5304,Basic,99,Active,
5305,Free,0,Active,
5306,Basic,99,Churned,2025-01-29
5307,Basic,99,Active,
5308,Free,0,Active,
5309,Free,0,Active,
5310,Free,0,Active,
5311,Free,0,Active,
5312,Basic,99,Active,
5313,Premium,199,Active,
5314,Basic,99,Active,
5315,Basic,99,Active,
5316,Free,0,Active,
5317,Basic,99,Active,
5318,Basic,99,Active,
5319,Free,0,Active,
5320,Premium,199,Active,
5321,Free,0,Active,
5322,Basic,99,Churned,2024-12-22
5323,Basic,99,Churned,2024-11-08
5324,Premium,199,Active,
5325,Premium,199,Churned,2024-12-13
5326,Family,299,Active,
5327,Basic,99,Churned,2025-04-29
5328,Basic,99,Active,
5329,Free,0,Active,
5330,Free,0,Active,
5331,Premium,199,Active,
5332,Free,0,Active,
5333,Free,0,Active,
5334,Free,0,Active,
5335,Free,0,Active,
5336,Free,0,Active,
5337,Free,0,Active,
5338,Free,0,Active,
5339,Free,0,Active,
5340,Free,0,Active,
5341,Premium,199,Active,
5342,Basic,99,Churned,2024-07-13
5343,Basic,99,Churned,2024-09-11
5344,Basic,99,Active,
5345,Free,0,Active,
5346,Premium,199,Churned,2025-05-22
5347,Family,299,Active,
5348,Free,0,Active,
5349,Free,0,Active,
5350,Basic,99,Active,
5351,Free,0,Active,
5352,Premium,199,Active,
5353,Basic,99,Churned,2025-03-24
5354,Free,0,Active,
5355,Free,0,Active,
5356,Basic,99,Active,
5357,Free,0,Active,
5358,Premium,199,Active,
5359,Free,0,Active,
5360,Family,299,Active,
5361,Free,0,Active,
5362,Basic,99,Active,
5363,Free,0,Active,
5364,Free,0,Active,
5365,Basic,99,Churned,2025-03-11
5366,Free,0,Active,
5367,Free,0,Active,
5368,Free,0,Active,
5369,Free,0,Active,
5370,Basic,99,Active,
5371,Premium,199,Active,
5372,Free,0,Active,
5373,Free,0,Active,
5374,Free,0,Active,
5375,Premium,199,Active,
5376,Premium,199,Churned,2024-11-09
5377,Basic,99,Active,
5378,Premium,199,Active,
5379,Premium,199,Active,
5380,Free,0,Active,
5381,Free,0,Churned,2025-02-23
5382,Free,0,Active,
5383,Free,0,Active,
5384,Basic,99,Active,
5385,Basic,99,Active,
5386,Basic,99,Active,
5387,Free,0,Active,
5388,Premium,199,Active,
5389,Free,0,Active,
5390,Free,0,Active,
5391,Family,299,Active,
5392,Free,0,Active,
5393,Free,0,Active,
5394,Basic,99,Active,
5395,Premium,199,Active,
5396,Free,0,Active,
5397,Basic,99,Active,
5398,Premium,199,Active,
5399,Free,0,Active,
5400,Free,0,Active,
5401,Basic,99,Active,
5402,Free,0,Active,
5403,Free,0,Active,
5404,Premium,199,Active,
5405,Basic,99,Active,
5406,Free,0,Active,
5407,Free,0,Active,
5408,Basic,99,Active,
5409,Free,0,Active,
5410,Basic,99,Active,
5411,Premium,199,Active,
5412,Free,0,Active,
5413,Family,299,Active,
5414,Premium,199,Active,
5415,Free,0,Active,
5416,Free,0,Active,
5417,Free,0,Active,
5418,Free,0,Active,
5419,Free,0,Active,
5420,Free,0,Active,
5421,Free,0,Active,
5422,Free,0,Active,
5423,Free,0,Active,
5424,Free,0,Active,
5425,Free,0,Active,
5426,Free,0,Active,
5427,Family,299,Active,
5428,Free,0,Active,
5429,Premium,199,Active,
5430,Free,0,Active,
5431,Basic,99,Active,
5432,Free,0,Active,
5433,Premium,199,Active,
5434,Free,0,Active,
5435,Family,299,Active,
5436,Free,0,Churned,2025-02-24
5437,Free,0,Churned,2024-03-17
5438,Free,0,Active,
5439,Premium,199,Active,
5440,Family,299,Active,
5441,Free,0,Active,
5442,Premium,199,Active,
5443,Basic,99,Active,
5444,Basic,99,Active,
5445,Basic,99,Active,
5446,Free,0,Active,
5447,Free,0,Active,
5448,Premium,199,Active,
5449,Free,0,Active,
5450,Premium,199,Active,
5451,Premium,199,Active,
5452,Premium,199,Active,
5453,Free,0,Active,
5454,Free,0,Active,
5455,Free,0,Active,
5456,Family,299,Active,
5457,Free,0,Active,
5458,Free,0,Active,
5459,Free,0,Active,
5460,Free,0,Active,
5461,Free,0,Active,
5462,Free,0,Active,
5463,Free,0,Active,
5464,Family,299,Churned,2024-06-08
5465,Basic,99,Active,
5466,Basic,99,Active,
5467,Free,0,Active,
5468,Premium,199,Churned,2025-01-08
5469,Premium,199,Churned,2025-07-22
5470,Family,299,Active,
5471,Free,0,Active,
5472,Premium,199,Active,
5473,Free,0,Active,
5474,Free,0,Active,
5475,Free,0,Active,
5476,Basic,99,Churned,2024-09-26
5477,Basic,99,Active,
5478,Free,0,Active,
5479,Premium,199,Active,
5480,Free,0,Active,
5481,Free,0,Active,
5482,Free,0,Active,
5483,Basic,99,Active,
5484,Free,0,Active,
5485,Free,0,Active,
5486,Family,299,Active,
5487,Premium,199,Active,
5488,Free,0,Active,
5489,Basic,99,Active,
5490,Free,0,Active,
5491,Basic,99,Active,
5492,Free,0,Active,
5493,Free,0,Active,
5494,Free,0,Active,
5495,Free,0,Active,
5496,Free,0,Active,
5497,Premium,199,Active,
5498,Family,299,Active,
5499,Family,299,Active,
5500,Family,299,Active,
5501,Free,0,Active,
5502,Basic,99,Active,
5503,Free,0,Active,
5504,Premium,199,Active,
5505,Premium,199,Active,
5506,Free,0,Active,
5507,Free,0,Active,
5508,Free,0,Active,
5509,Free,0,Active,
5510,Family,299,Active,
5511,Premium,199,Active,
5512,Free,0,Active,
5513,Free,0,Active,
5514,Free,0,Active,
5515,Family,299,Active,
5516,Premium,199,Active,
5517,Basic,99,Active,
5518,Basic,99,Churned,2025-06-17
5519,Basic,99,Active,
5520,Free,0,Churned,2025-04-02
5521,Family,299,Active,
5522,Basic,99,Churned,2024-09-12
5523,Free,0,Active,
5524,Free,0,Active,
5525,Basic,99,Active,
5526,Free,0,Active,
5527,Basic,99,Churned,2024-12-19
5528,Premium,199,Active,
5529,Premium,199,Active,
5530,Basic,99,Active,
5531,Basic,99,Active,
5532,Free,0,Active,
5533,Free,0,Active,
5534,Free,0,Active,
5535,Family,299,Active,
5536,Premium,199,Active,
5537,Free,0,Churned,2025-06-17
5538,Premium,199,Active,
5539,Basic,99,Churned,2025-03-03
5540,Family,299,Active,
5541,Free,0,Active,
5542,Basic,99,Active,
5543,Basic,99,Churned,2024-12-04
5544,Free,0,Active,
5545,Free,0,Active,
5546,Free,0,Active,
5547,Free,0,Active,
5548,Free,0,Active,
5549,Basic,99,Active,
5550,Basic,99,Churned,2025-02-07
5551,Family,299,Active,
5552,Free,0,Active,
5553,Family,299,Active,
5554,Basic,99,Active,
5555,Free,0,Active,
5556,Basic,99,Active,
5557,Basic,99,Active,
5558,Free,0,Active,
5559,Premium,199,Active,
5560,Basic,99,Active,
5561,Family,299,Active,
5562,Premium,199,Active,
5563,Basic,99,Active,
5564,Basic,99,Active,
5565,Family,299,Active,
5566,Family,299,Active,
5567,Premium,199,Active,
5568,Premium,199,Active,
5569,Free,0,Active,
5570,Premium,199,Active,
5571,Free,0,Active,
5572,Basic,99,Active,
5573,Free,0,Active,
5574,Free,0,Active,
5575,Free,0,Active,
5576,Premium,199,Active,
5577,Premium,199,Active,
5578,Basic,99,Active,
5579,Basic,99,Churned,2024-05-25
5580,Family,299,Active,
5581,Free,0,Active,
5582,Basic,99,Active,
5583,Basic,99,Churned,2024-04-06
5584,Family,299,Active,
5585,Free,0,Active,
5586,Family,299,Active,
5587,Free,0,Active,
5588,Free,0,Active,
5589,Free,0,Active,
5590,Free,0,Active,
5591,Basic,99,Churned,2025-06-11
5592,Basic,99,Active,
5593,Free,0,Active,
5594,Basic,99,Active,
5595,Premium,199,Active,
5596,Premium,199,Active,
5597,Basic,99,Active,
5598,Family,299,Active,
5599,Basic,99,Active,
5600,Free,0,Churned,2025-02-18
5601,Free,0,Active,
5602,Free,0,Active,
5603,Basic,99,Active,
5604,Premium,199,Active,
5605,Premium,199,Active,
5606,Free,0,Churned,2025-02-13
5607,Basic,99,Active,
5608,Basic,99,Active,
5609,Family,299,Active,
5610,Free,0,Active,
5611,Free,0,Active,
5612,Family,299,Active,
5613,Family,299,Active,
5614,Free,0,Active,
5615,Free,0,Active,
5616,Basic,99,Active,
5617,Premium,199,Active,
5618,Free,0,Active,
5619,Family,299,Active,
5620,Free,0,Active,
5621,Basic,99,Active,
5622,Basic,99,Active,
5623,Free,0,Active,
5624,Free,0,Active,
5625,Free,0,Active,
5626,Premium,199,Active,
5627,Free,0,Active,
5628,Basic,99,Churned,2024-10-29
5629,Basic,99,Active,
5630,Basic,99,Active,
5631,Family,299,Active,
5632,Basic,99,Active,
5633,Basic,99,Churned,2024-12-23
5634,Basic,99,Active,
5635,Basic,99,Active,
5636,Free,0,Active,
5637,Premium,199,Active,
5638,Free,0,Active,
5639,Basic,99,Active,
5640,Basic,99,Active,
5641,Free,0,Active,
5642,Free,0,Active,
5643,Free,0,Active,
5644,Free,0,Active,
5645,Premium,199,Active,
5646,Premium,199,Active,
5647,Free,0,Active,
5648,Free,0,Active,
5649,Premium,199,Active,
5650,Free,0,Active,
5651,Family,299,Active,
5652,Free,0,Active,
5653,Basic,99,Churned,2025-02-23
5654,Free,0,Active,
5655,Free,0,Active,
5656,Free,0,Active,
5657,Basic,99,Active,
5658,Free,0,Active,
5659,Basic,99,Active,
5660,Free,0,Active,
5661,Free,0,Active,
5662,Basic,99,Active,
5663,Free,0,Active,
5664,Free,0,Active,
5665,Free,0,Active,
5666,Basic,99,Active,
5667,Family,299,Active,
5668,Premium,199,Active,
5669,Free,0,Active,
5670,Free,0,Churned,2024-12-09
5671,Free,0,Active,
5672,Free,0,Active,
5673,Free,0,Active,
5674,Free,0,Active,
5675,Free,0,Active,
5676,Free,0,Active,
5677,Free,0,Active,
5678,Free,0,Active,
5679,Free,0,Active,
5680,Basic,99,Churned,2025-01-16
5681,Free,0,Active,
5682,Free,0,Active,
5683,Free,0,Active,
5684,Free,0,Active,
5685,Premium,199,Churned,2024-09-19
5686,Free,0,Active,
5687,Basic,99,Active,
5688,Basic,99,Active,
5689,Basic,99,Active,
5690,Premium,199,Active,
5691,Premium,199,Active,
5692,Free,0,Active,
5693,Free,0,Active,
5694,Basic,99,Active,
5695,Family,299,Active,
5696,Premium,199,Active,
5697,Free,0,Active,
5698,Free,0,Active,
5699,Premium,199,Active,
5700,Free,0,Active,
5701,Basic,99,Active,
5702,Basic,99,Active,
5703,Free,0,Active,
5704,Premium,199,Churned,2024-09-10
5705,Premium,199,Active,
5706,Free,0,Active,
5707,Basic,99,Active,
5708,Basic,99,Active,
5709,Free,0,Active,
5710,Free,0,Churned,2024-09-22
5711,Free,0,Active,
5712,Premium,199,Active,
5713,Free,0,Active,
5714,Free,0,Churned,2024-11-22
5715,Free,0,Active,
5716,Free,0,Active,
5717,Free,0,Active,
5718,Free,0,Active,
5719,Basic,99,Active,
5720,Basic,99,Active,
5721,Basic,99,Active,
5722,Basic,99,Active,
5723,Free,0,Active,
5724,Basic,99,Active,
5725,Free,0,Active,
5726,Free,0,Active,
5727,Free,0,Active,
5728,Free,0,Active,
5729,Free,0,Active,
5730,Free,0,Active,
5731,Basic,99,Active,
5732,Basic,99,Churned,2024-10-05
5733,Free,0,Active,
5734,Family,299,Active,
5735,Basic,99,Churned,2025-03-07
5736,Premium,199,Active,
5737,Basic,99,Active,
5738,Free,0,Churned,2024-05-27
5739,Family,299,Active,
5740,Premium,199,Active,
5741,Free,0,Active,
5742,Free,0,Active,
5743,Free,0,Active,
5744,Premium,199,Active,
5745,Free,0,Active,
5746,Basic,99,Active,
5747,Basic,99,Active,
5748,Free,0,Active,
5749,Basic,99,Active,
5750,Basic,99,Active,
5751,Free,0,Active,
5752,Free,0,Active,
5753,Premium,199,Active,
5754,Basic,99,Churned,2024-10-18
5755,Basic,99,Active,
5756,Free,0,Active,
5757,Free,0,Active,
5758,Family,299,Active,
5759,Basic,99,Active,
5760,Free,0,Active,
5761,Basic,99,Active,
5762,Basic,99,Active,
5763,Free,0,Active,
5764,Premium,199,Active,
5765,Free,0,Active,
5766,Basic,99,Active,
5767,Free,0,Active,
5768,Free,0,Active,
5769,Premium,199,Active,
5770,Basic,99,Churned,2025-02-01
5771,Premium,199,Active,
5772,Free,0,Active,
5773,Family,299,Active,
5774,Free,0,Active,
5775,Basic,99,Active,
5776,Family,299,Active,
5777,Free,0,Active,
5778,Free,0,Active,
5779,Family,299,Active,
5780,Family,299,Active,
5781,Premium,199,Active,
5782,Free,0,Active,
5783,Basic,99,Active,
5784,Free,0,Active,
5785,Free,0,Active,
5786,Free,0,Active,
5787,Free,0,Active,
5788,Free,0,Active,
5789,Free,0,Active,
5790,Basic,99,Active,
5791,Basic,99,Active,
5792,Premium,199,Churned,2024-11-13
5793,Free,0,Active,
5794,Free,0,Active,
5795,Basic,99,Active,
5796,Free,0,Active,
5797,Free,0,Active,
5798,Basic,99,Active,
5799,Free,0,Active,
5800,Premium,199,Churned,2024-12-10
5801,Basic,99,Active,
5802,Free,0,Active,
5803,Free,0,Active,
5804,Premium,199,Active,
5805,Basic,99,Active,
5806,Premium,199,Active,
5807,Basic,99,Active,
5808,Free,0,Active,
5809,Free,0,Active,
5810,Basic,99,Churned,2025-09-13
5811,Free,0,Active,
5812,Basic,99,Active,
5813,Premium,199,Churned,2025-05-19
5814,Basic,99,Churned,2024-08-23
5815,Free,0,Active,
5816,Basic,99,Active,
5817,Free,0,Active,
5818,Basic,99,Churned,2025-02-11
5819,Basic,99,Active,
5820,Basic,99,Active,
5821,Free,0,Active,
5822,Premium,199,Churned,2025-01-30
5823,Basic,99,Active,
5824,Free,0,Active,
5825,Premium,199,Active,
5826,Premium,199,Active,
5827,Basic,99,Active,
5828,Free,0,Active,
5829,Family,299,Active,
5830,Premium,199,Active,
5831,Basic,99,Active,
5832,Basic,99,Churned,2025-03-11
5833,Free,0,Churned,2024-10-16
5834,Free,0,Active,
5835,Free,0,Active,
5836,Free,0,Active,
5837,Basic,99,Active,
5838,Free,0,Active,
5839,Premium,199,Churned,2024-11-27
5840,Basic,99,Active,
5841,Free,0,Active,
5842,Free,0,Active,
5843,Basic,99,Active,
5844,Free,0,Active,
5845,Free,0,Churned,2025-03-03
5846,Basic,99,Active,
5847,Basic,99,Active,
5848,Basic,99,Active,
5849,Basic,99,Churned,2025-07-17
5850,Premium,199,Active,
5851,Free,0,Active,
5852,Family,299,Active,
5853,Free,0,Active,
5854,Basic,99,Active,
5855,Basic,99,Churned,2024-11-12
5856,Basic,99,Churned,2024-12-16
5857,Family,299,Active,
5858,Free,0,Active,
5859,Free,0,Active,
5860,Free,0,Active,
5861,Free,0,Active,
5862,Basic,99,Active,
5863,Free,0,Active,
5864,Premium,199,Active,
5865,Basic,99,Active,
5866,Free,0,Active,
5867,Free,0,Active,
5868,Free,0,Active,
5869,Premium,199,Active,
5870,Basic,99,Active,
5871,Free,0,Active,
5872,Free,0,Churned,2025-02-19
5873,Free,0,Active,
5874,Free,0,Active,
5875,Premium,199,Active,
5876,Basic,99,Active,
5877,Free,0,Active,
5878,Premium,199,Active,
5879,Free,0,Active,
5880,Free,0,Active,
5881,Basic,99,Active,
5882,Free,0,Active,
5883,Free,0,Active,
5884,Basic,99,Churned,2024-09-30
5885,Free,0,Active,
5886,Free,0,Active,
5887,Basic,99,Active,
5888,Free,0,Active,
5889,Free,0,Active,
5890,Free,0,Active,
5891,Basic,99,Churned,2024-10-12
5892,Free,0,Active,
5893,Premium,199,Active,
5894,Premium,199,Active,
5895,Free,0,Active,
5896,Premium,199,Active,
5897,Basic,99,Active,
5898,Free,0,Active,
5899,Basic,99,Churned,2024-05-04
5900,Basic,99,Active,
5901,Free,0,Active,
5902,Free,0,Active,
5903,Free,0,Active,
5904,Free,0,Active,
5905,Free,0,Active,
5906,Basic,99,Active,
5907,Free,0,Active,
5908,Free,0,Active,
5909,Free,0,Active,
5910,Premium,199,Active,
5911,Free,0,Active,
5912,Free,0,Active,
5913,Free,0,Active,
5914,Premium,199,Active,
5915,Free,0,Active,
5916,Free,0,Active,
5917,Free,0,Active,
5918,Free,0,Active,
5919,Basic,99,Churned,2025-03-28
5920,Free,0,Active,
5921,Free,0,Active,
5922,Basic,99,Active,
5923,Free,0,Active,
5924,Basic,99,Active,
5925,Free,0,Active,
5926,Family,299,Active,
5927,Family,299,Active,
5928,Premium,199,Active,
5929,Family,299,Active,
5930,Free,0,Active,
5931,Premium,199,Churned,2025-04-04
5932,Free,0,Active,
5933,Basic,99,Churned,2024-10-19
5934,Free,0,Active,
5935,Free,0,Active,
5936,Family,299,Active,
5937,Free,0,Active,
5938,Premium,199,Active,
5939,Basic,99,Active,
5940,Free,0,Active,
5941,Free,0,Active,
5942,Free,0,Active,
5943,Premium,199,Active,
5944,Family,299,Active,
5945,Basic,99,Active,
5946,Premium,199,Active,
5947,Free,0,Active,
5948,Free,0,Active,
5949,Free,0,Active,
5950,Basic,99,Active,
5951,Free,0,Active,
5952,Basic,99,Active,
5953,Basic,99,Churned,2025-01-27
5954,Free,0,Active,
5955,Free,0,Active,
5956,Free,0,Active,
5957,Premium,199,Active,
5958,Free,0,Active,
5959,Free,0,Active,
5960,Premium,199,Active,
5961,Free,0,Active,
5962,Free,0,Active,
5963,Basic,99,Active,
5964,Basic,99,Active,
5965,Basic,99,Active,
5966,Free,0,Active,
5967,Free,0,Active,
5968,Basic,99,Churned,2025-02-01
5969,Free,0,Active,
5970,Premium,199,Active,
5971,Free,0,Active,
5972,Free,0,Active,
5973,Free,0,Active,
5974,Premium,199,Active,
5975,Basic,99,Active,
5976,Free,0,Active,
5977,Basic,99,Active,
5978,Free,0,Active,
5979,Free,0,Active,
5980,Free,0,Active,
5981,Free,0,Active,
5982,Free,0,Active,
5983,Free,0,Active,
5984,Free,0,Active,
5985,Free,0,Active,
5986,Free,0,Active,
5987,Premium,199,Active,
5988,Basic,99,Churned,2024-06-17
5989,Family,299,Active,
5990,Free,0,Active,
5991,Free,0,Active,
5992,Basic,99,Active,
5993,Basic,99,Active,
5994,Basic,99,Active,
5995,Basic,99,Active,
5996,Basic,99,Active,
5997,Premium,199,Active,
5998,Basic,99,Churned,2025-05-06
5999,Family,299,Active,
6000,Family,299,Active,
6001,Free,0,Active,
6002,Free,0,Active,
6003,Free,0,Active,
6004,Free,0,Active,
6005,Free,0,Churned,2025-04-28
6006,Free,0,Active,
6007,Free,0,Active,
6008,Basic,99,Active,
6009,Free,0,Active,
6010,Basic,99,Churned,2025-04-01
6011,Free,0,Active,
